Item,Mean,Var,Mixed_Means,Mixed_Stds,Raw_Distrib,Discrete_Distrib,Sentence
133415:190,3.5555555555555554,4.469135802469136,[1.79727305 5.74146568],[0.5285051385830105  0.595420522384765],[5  2  2  7  5  3  6  1  1],[0.22222222 0.22222222 0.11111111 0.         0.22222222 0.11111111 0.11111111],"um, i'm not really, uh, sure that i even understand why the administration is proposing, for instance, tax reductions , because it seems to me that if, if, if they're talking about reducing, uh, the tax that  needs  to be paid , or the tax that 's currently being paid , then that can't, it seems to me it can't possibly, you know, help with the, the deficit picture."
153470:46,4.2,4.5600000000000005,[6.20060186 2.20190937],[0.5292041556219321  0.5315623615958881],[7  6  2  3  5  3  7  6  2  1],[0.1 0.2 0.2 0.  0.1 0.2 0.2],"so, we are on a schedule where i try every, uh, three or four years  to, to buy a new one ."
12595:51,4.2,5.16,[1.         5.57142824],[0.0007071067811865475  0.7423083100147589],[4  1  4  6  1  6  6  6  7  1],[0.3 0.  0.  0.2 0.  0.4 0.1],"so i can't say whether that, that i'm pro israel or anti israel."
150122:69,2.4,2.8400000000000003,[1.6250141  5.49999785],[0.4921509083161988  0.35357348707439057],[1  3  2  2  1  1  6  5  1  2],[0.4 0.3 0.1 0.  0.1 0.1 0. ],"uh, i would say the medical, uh, group insurance area as far as, uh, covering medical costs for yourself or family members."
104451:40,3.6,5.04,[1.         4.71406254],[0.0007071067811865475  1.2373096686918446],[4  2  1  5  7  1  7  3  5  1],[0.3 0.1 0.1 0.1 0.2 0.  0.2],"and i don't know if there's a deposit on those or not."
45615:59,3.2,3.7600000000000002,[4.99432227 1.39889283],[0.638591243130381  0.34625453750440194],[6  2  5  4  1  6  1  2  1  4],[0.3 0.2 0.  0.2 0.1 0.2 0. ],"when, when we had our family dog  growing up  i was eleven or twelve, i think , when we first got him ,"
149535:62,4.090909090909091,6.082644628099174,[6.60066919 2.00398362],[0.346319613616214  0.8210082567956517],[2  1  3  6  1  7  1  4  7  6  7],[0.27272727 0.09090909 0.09090909 0.09090909 0.         0.18181818 0.27272727],"i mean, you know, in retrospect, um, was it, was it mondale or dukakis that  said, you know, i'll, i'll tell you right now i'm going  to raise taxes."
20446:21,1.8,1.7600000000000005,[3.66661483 1.        ],[0.6667123967847413  0.0007071067811865475],[3  1  1  1  5  1  1  1  1  3],[0.7 0.  0.2 0.  0.1 0.  0. ],"so if you pay your rent or your house payment every two weeks, instead of once a month, you'll come out  paying a, uh, one month extra every year."
109756:31,3.9,6.290000000000001,[5.83333317 1.        ],[0.7546160019108066  0.0007071067811865475],[4  1  7  1  6  7  1  6  5  1],[0.4 0.  0.  0.1 0.1 0.2 0.2],"but we can do our part take an extra minute or two."
13591:93,2.2222222222222223,3.5061728395061724,[1.625 7.   ],[0.6059603947842552  0.0007071067811865475],[3  2  1  1  3  1  1  1  7],[0.55555556 0.11111111 0.22222222 0.         0.         0. 0.11111111],"but now with this thing i'm participating in , i kind of have  to answer it, because you never know if it's the switchboard or if it's, uh, you know, somebody calling that you really don't want  to talk on the phone."
79227:23,4.5,6.5,[6.39999937 1.33333317],[0.5656870602639159  0.3333340433013284],[1  7  7  1  5  6  7  2],[0.25  0.125 0.    0.    0.125 0.125 0.375],"and if they don't say yes or no, then maybe somebody  will vote for them that  wouldn't have if they had come down on the wrong side."
48005:83,2.9,5.09,[1.16303718 5.4766807 ],[0.2612059161566312  0.8134512577628483],[1  5  1  2  6  1  7  4  1  1],[0.5 0.1 0.  0.1 0.1 0.1 0.1],"and, uh, then you'd be willing  to give up your job  to stay home and with, or stay with the children."
34082:72,3.2,2.5599999999999996,[2.29885379 5.33689893],[0.6354613750657995  0.3342471867318711],[3  1  3  5  2  5  3  1  3  6],[0.2 0.1 0.4 0.  0.2 0.1 0. ],"i do too. uh, because it  doesn't make any difference, uh, uh, whether it's a pistol or a shotgun, i suppose ."
134049:25,2.9,4.089999999999999,[1.70285002 5.60089479],[0.6221296572863325  0.7220909341267456],[7  2  1  5  3  1  1  3  5  1],[0.4 0.1 0.2 0.  0.2 0.  0.1],"i think i've bought one or two new cars in my life,"
45930:44,3.9,5.69,[5.64171176 1.24291429],[0.9049285327607612  0.30323913970160404],[7  6  4  6  7  2  1  1  4  1],[0.3 0.1 0.  0.2 0.  0.2 0.2],"i hadn't heard, you know, whether they have a new one or not."
24983:30,2.0,2.4,[1.55555556 6.        ],[0.5879451670933921  0.0007071067811865475],[3  6  1  1  1  1  2  1  1  3],[0.6 0.1 0.2 0.  0.  0.1 0. ],"the only reason i asked about secondary schools or, you know, advanced education  is because down here, you know, going to the university of texas, the education i'm getting  i think  is kind of shoddy for a public school."
44249:62,3.8,5.5600000000000005,[1.59528394 5.98934377],[0.5640300201789963  0.6439348491939153],[6  7  2  1  5  7  5  1  1  3],[0.3 0.1 0.1 0.  0.2 0.1 0.2],"i'm, i'm really wondering whether that's going  it settle down or not,"
141931:26,6.8,0.15999999999999998,[7. 6.],[0.0007071067811865475  0.0007071067811865475],[7  7  7  7  7  7  6  7  7  6],[0.  0.  0.  0.  0.  0.2 0.8],"so, we will play either out there or at firewheel."
139490:160,5.8,0.96,[6.49038387 4.77944752],[0.3708327922911123  0.3364861453606575],[6  7  5  6  5  7  7  5  6  4],[0.  0.  0.  0.1 0.3 0.3 0.3],"now i've done it with, where you put, you cook the ri-, well, i guess you probably could do it same way, but cook the rice and then take a can of like cream of mushroom soup or cream of chicken soup, and put a little bit of white wine in it ."
4799:38,4.0,3.4,[5.25907266 1.96712456],[0.7232686957572008  0.5040968560832555],[5  4  7  5  6  1  3  5  2  2],[0.1 0.2 0.1 0.1 0.3 0.1 0.1],"and they're still let  out on the street after one or two years."
6939:40,2.4,1.8400000000000003,[1.33333333 4.        ],[0.3333340845659759  0.0007071067811865475],[1  4  2  1  1  4  4  2  1  4],[0.4 0.2 0.  0.4 0.  0.  0. ],"see they make money off of it, whether you use it or not."
112347:54,4.636363636363637,3.8677685950413223,[6.00073576 2.25777293],[0.5354443072922368  0.5950043915808886],[5  3  7  3  5  6  2  7  6  1  6],[0.09090909 0.09090909 0.18181818 0.         0.18181818 0.27272727 0.18181818],"now, my kids didn't like it because they just wanted  to get plain old spaghetti or lasagna,"
10846:33,4.0,4.6,[1.24454298 4.93264497],[0.3045457006717677  1.152062796381191],[2  7  3  7  6  1  1  5  4  4],[0.2 0.1 0.1 0.2 0.1 0.1 0.2],"i wonder how truthful all of that was  or whether there was fiction."
155799:32,5.1,4.69,[6.125 1.   ],[0.5519855070626221  0.0007071067811865475],[1  6  5  6  7  7  1  5  6  7],[0.2 0.  0.  0.  0.2 0.3 0.3],"a term limitation for congress would be like three terms or even four terms."
60261:35,1.5454545454545454,0.975206611570248,[1.         2.99987791],[0.0007071067811865475  0.5774388006550297],[4  1  3  1  1  1  1  1  1  2  1],[0.72727273 0.09090909 0.09090909 0.09090909 0.         0. 0.        ],"but he was, no, completely against having a dog or cat,"
52021:19,2.8,3.56,[6.01981524 2.03678644],[0.7399595575879003  0.7430933456387961],[1  1  1  3  7  1  3  3  5  3],[0.4 0.  0.4 0.  0.1 0.  0.1],"but i rent probably four or five movies a week."
140027:33,3.2,1.7599999999999998,[5.         2.42857838],[0.0007071067811865475  0.5150872153300675],[5  3  2  3  5  3  3  2  5  1],[0.1 0.2 0.4 0.  0.3 0.  0. ],"i guess we didn't have it high enough or he didn't get hit  in just the right spot,"
67430:26,3.8,6.5600000000000005,[1.8343018  6.75025623],[0.7558690621659376  0.3060823834030227],[2  1  7  1  6  7  4  7  2  1],[0.3 0.2 0.  0.1 0.  0.1 0.3],"i usually, you know, fifteen or twenty."
29361:19,1.6923076923076923,0.828402366863905,[1.36703116 3.48945776],[0.34512480478335633  0.37069519947454777],[2  1  2  4  1  2  1  1  3  2  1  1  1],[0.53846154 0.30769231 0.07692308 0.07692308 0.         0. 0.        ],"they will have maybe two or three main stories and just spend a very large amount of time."
95915:62,4.4,4.84,[5.71178101 1.33231575],[0.7313916887556976  0.3330794176456412],[6  2  5  4  7  6  7  1  5  1],[0.2 0.1 0.  0.1 0.2 0.2 0.2],"and you sometimes wonder when these people protest so much  whether they're really concerned about their rights, or whether they're really concerned about something else."
130233:71,2.6,2.04,[4.89527868 2.03883605],[0.8357145252040625  0.5451206047990831],[2  6  4  1  1  2  2  3  3  2],[0.2 0.4 0.2 0.1 0.  0.1 0. ],"now, you know, i mean somebody, a s-, s-, serial killer or somebody goes in and machine guns, you know, fifty, fifty children in a school yard,"
108876:46,3.8333333333333335,5.638888888888889,[1.         5.24993301],[0.0007071067811865475  1.1040261029524479],[6  4  7  1  4  3  1  1  4  1  7  7],[0.33333333 0.         0.08333333 0.25       0.         0.08333333 0.25      ],"so i decided it had  to be in it,  informal or not."
27846:151,4.0,2.6,[2.66972033 5.41923646],[0.4078660359249487  0.7472263780427811],[2  7  3  3  4  5  3  2  5  6],[0.  0.2 0.3 0.1 0.2 0.1 0.1],"uh, and my family now knows if they come into my study and, uh, i happen  to have had a tough day at work and maybe i'm trying  to get a project done, uh, at school, uh, and i'm humming or whistling in a sort of mad crazy way the tune to downtown they know  to just stay away,"
40150:31,4.2,4.56,[6.20060186 2.20190937],[0.5292041556219321  0.5315623615958881],[7  6  6  2  5  2  1  3  7  3],[0.1 0.2 0.2 0.  0.1 0.2 0.2],"and they kind of just scoot out of his way or take a step back, you know,"
23449:67,2.8461538461538463,4.437869822485208,[5.39974982 1.24996561],[0.5660411090688225  0.3061730089170833],[2  1  6  5  1  6  1  2  1  4  1  6  1],[0.46153846 0.15384615 0.         0.07692308 0.07692308 0.23076923 0.        ],"and maybe instead of, of, uh, just kind of blowing it off just spend a day or a day and a half like most folks do, maybe we should commit  to spend a week,"
3096:47,2.3636363636363638,3.1404958677685957,[1.90000003 7.        ],[0.7382415448566378  0.0007071067811865475],[7  4  2  3  1  1  1  1  1  3  2],[0.45454545 0.18181818 0.18181818 0.09090909 0.         0. 0.09090909],"and we monitor, um, anything that  comes out of a stack, or out of a building,"
72563:57,1.7777777777777777,1.506172839506173,[1.375 5.   ],[0.3423273287367062  0.0007071067811865475],[1  1  2  1  5  2  1  1  2],[0.55555556 0.33333333 0.         0.         0.11111111 0. 0.        ],"for some reason it seems  to interest me, like people that  make a big comeback or, you know, orel hershiser, things like that."
104851:51,2.6,4.640000000000001,[1.62510071 6.50000898],[0.7017179278434139  0.35362314471366557],[1  1  2  7  1  4  6  1  1  2],[0.5 0.2 0.  0.1 0.  0.1 0.1],"so occasionally i'll bring whatever  i've got  laying around the car or the like and throw them in there."
36524:73,3.3,4.8100000000000005,[1.66173282 5.68641064],[0.5377962985008546  0.8274752116151921],[2  7  4  6  6  1  3  2  1  1],[0.3 0.2 0.1 0.1 0.  0.2 0.1],"and they said that they had ex-, that the one they had exercised with  was three or four times easier."
59808:31,1.2,0.16000000000000003,[1. 2.],[0.0007071067811865475  0.0007071067811865475],[2  1  1  1  2  1  1  1  1  1],[0.8 0.2 0.  0.  0.  0.  0. ],"in defense of myself, defense of my family or defense of my friends i can blow somebody a way in a heart beat. even, even more so when it comes to my, my wife and son ."
91704:105,3.9,5.289999999999999,[5.66564528 1.24969011],[0.6679806835911979  0.30606043139199784],[6  4  5  6  1  2  6  1  7  1],[0.3 0.1 0.  0.1 0.1 0.3 0.1],"i'm doing some reviews of books,  just to, what, to sort of recommend to wh-, whether or not a full-scale review should be done  for the journal,"
13998:38,5.375,2.234375,[4.04270524 6.7661769 ],[0.5356253527203597  0.29960261151108697],[5  7  7  3  4  6  7  4],[0.    0.    0.125 0.25  0.125 0.125 0.375],"the parents kind of pushed them to join, like the boy scouts or girl scouts."
18501:69,3.1,4.889999999999999,[1.71428573 6.33333334],[0.4948722019505847  0.33333408426904615],[2  3  1  1  7  6  2  6  2  1],[0.3 0.3 0.1 0.  0.  0.2 0.1],"but, um, the water usage, you know, they try  to limit , even though there's three or four streams that  flow into it,"
160808:39,3.4,3.2399999999999998,[1.93631998 5.05013873],[0.77994423801779  0.437550856525687],[1  1  4  3  5  1  5  3  6  5],[0.3 0.  0.2 0.1 0.3 0.1 0. ],"i mean, i just read something that, two thirds or three quarters, i'm not exactly sure of our national debt are, was created  during the reagan bush  era who  are suppo-, supposedly fiscally conservative."
24964:43,5.8,1.7600000000000002,[5.00038685 7.        ],[0.816654755179298  0.0007071067811865475],[4  7  7  7  6  6  5  6  3  7],[0.  0.  0.1 0.1 0.1 0.3 0.4],"and the only school you could go to  was the baptist school or the catholic school."
112322:27,5.0,5.75,[6.80000214 2.00001783],[0.2828424627277479  0.5773803079574442],[2  7  7  7  1  7  6  3],[0.125 0.125 0.125 0.    0.    0.125 0.5  ],"in fact, you're about the third or fourth person in the last month that  said that."
53823:87,3.0,5.4,[1.1666482  5.74987518],[0.2635124071590707  0.586492247295381],[5  2  5  1  7  1  6  1  1  1],[0.5 0.1 0.  0.  0.2 0.1 0.1],"putting them in, i mean, they were, they were call-, they called them  their quiet rooms or their isolation rooms."
59548:36,2.6,4.4399999999999995,[4.99998423 1.        ],[0.8660421964127318  0.0007071067811865475],[4  4  7  1  1  1  1  1  1  5],[0.6 0.  0.  0.2 0.1 0.  0.1],"i don't know if the t i in dallas does or not."
67780:27,2.0,1.8,[1.37500044 4.49999291],[0.34232894909486056  0.35356732030564475],[1  4  1  2  2  1  5  2  1  1],[0.5 0.3 0.  0.1 0.1 0.  0. ],"and the dog was being house sit , or dog sit , whatever, by some friends of mine down the street,"
35519:24,4.555555555555555,6.6913580246913575,[6.33333333 1.        ],[0.5270467510363007  0.0007071067811865475],[7  6  1  1  6  7  5  1  7],[0.33333333 0.         0.         0.         0.11111111 0.22222222 0.33333333],"oh, i'm thinking around twenty or twenty-five dollars."
57920:78,1.6363636363636365,0.958677685950413,[1.21922518 3.47328247],[0.2927102906617715  0.3776347288221262],[2  1  4  2  1  1  1  3  1  1  1],[0.63636364 0.18181818 0.09090909 0.09090909 0.         0. 0.        ],"and i, i agree with you also, that i feel like it  was not worth the money spent or the lives lost to fight that war."
128452:34,3.8,4.96,[6.  1.6],[0.0007071067811865475  0.34641088320086016],[6  2  1  6  6  2  6  1  2  6],[0.2 0.3 0.  0.  0.  0.5 0. ],"within reason, you know, you can lose weight or maintain your weight and your physical being."
7684:47,4.5,6.05,[5.99999992 1.        ],[0.7559294079545839  0.0007071067811865475],[7  5  7  6  1  6  7  1  4  1],[0.3 0.  0.  0.1 0.1 0.2 0.3],"i don't know how long it takes  whether it takes five minutes or twenty minutes."
89978:92,3.4,4.24,[1.83125784 5.74241396],[0.4851789392181576  0.5943706472758167],[3  5  1  6  2  5  2  7  2  1],[0.2 0.3 0.1 0.  0.2 0.1 0.1],"and, and, uh, my father bought this, uh, my stepfather bought this  thinking of a time when one or the other of them might need care"
108877:61,3.5555555555555554,7.135802469135803,[6.5 1.2],[0.35355409769934776  0.2828435963567144],[7  1  7  1  2  6  1  6  1],[0.44444444 0.11111111 0.         0.         0.         0.22222222 0.22222222],"you know if it's informal i'd probably choose something, i mean, just like hamburgers or steaks out on the grill because that's a lot of fun, especially this time of year where it's so nice out ."
