Item,Mean,Var,Alpha,Beta,Params,Raw_Distrib,Discrete_Distrib,Sentence
115553:41,0.41,0.17588888888888887,1.4266138385854386,0.8991423730046877,(1.4266138385854386  0.8991423730046877),[0.09  0.0  0.98  1.0  0.76  0.73  0.0  0.0  0.13],[0.22222222 0.         0.         0.         0.         0.22222222 0.22222222],"you want  to go ahead and tell me your favorite team, or who you think  will be doing well this year."
160808:39,0.7244444444444444,0.11824691358024692,0.390260984048696,0.1380143459488134,(0.390260984048696  0.1380143459488134),[0.97  0.78  1.0  0.89  0.01  0.72  0.94  1.0  0.21],[0.11111111 0.11111111 0.         0.         0.         0.22222222 0.55555556],"i mean, i just read something that, two thirds or three quarters, i'm not exactly sure of our national debt are, was created  during the reagan bush  era who  are suppo-, supposedly fiscally conservative."
95657:81,0.5226315789473684,0.14027202216066484,0.42716345259250565,0.3952497881604942,(0.42716345259250565  0.3952497881604942),[0.61  0.96  1.0  0.08  0.76  0.69  0.68  0.0  0.21  0.0  0.13  0.1  1.0  0.3  0.61  0.96  1.0  0.08  0.76],[0.21052632 0.05263158 0.05263158 0.         0.21052632 0.10526316 0.26315789],"i, i especially agree that if it's an area where they could cause somebody else, you know harm or injury , absolutely."
120725:45,0.2111111111111111,0.0822543209876543,0.06554830524770082,0.22306015455716993,(0.06554830524770082  0.22306015455716993),[0.11  0.04  0.13  0.63  0.03  0.08  0.84  0.03  0.01],[0.77777778 0.         0.         0.         0.11111111 0.11111111 0.        ],"they um, ours would still back up to the dog or cat when he got mad  and try  to perfume them,"
13356:76,0.6944444444444444,0.13329135802469136,0.3205364450605953,0.14862145698176177,(0.3205364450605953  0.14862145698176177),[0.4  0.89  0.2  0.99  0.98  0.96  0.99  0.0  0.84],[0.         0.11111111 0.11111111 0.         0.         0.11111111 0.55555556],"and, and a lot of the buildings in downtown areas that, that  either need demolishing, or need fixing up,"
75445:52,0.4555555555555555,0.07360246913580247,0.35007679849264123,0.42180130203417976,(0.35007679849264123  0.42180130203417976),[0.55  0.53  0.19  0.85  0.11  0.15  0.24  0.76  0.72],[0.11111111 0.33333333 0.         0.22222222 0.         0.33333333 0.        ],"these days they have these tiny little things that  are only about the size of two or three pencils."
45035:42,0.4466666666666666,0.15964444444444442,1.3336151828882188,0.7658013088176703,(1.3336151828882188  0.7658013088176703),[0.17  0.98  0.89  0.64  0.02  0.13  0.15  1.0  0.04],[0.33333333 0.22222222 0.         0.         0.11111111 0. 0.33333333],"uh, and your very best teachers in my estimation should be first, second or third grade. so that the children develop good learning patterns"
68690:54,0.32333333333333336,0.07346666666666668,0.230479427526726,0.5679035317795027,(0.230479427526726  0.5679035317795027),[0.69  0.09  0.31  0.16  0.08  0.16  0.91  0.2  0.31],[0.22222222 0.33333333 0.22222222 0.         0.11111111 0. 0.11111111],"mumblex, they don't want anyone with exper-, anyone with particular experience or knowledge of the legal system."
10220:22,0.7933333333333334,0.0991111111111111,0.5482391048685225,0.12813809084713074,(0.5482391048685225  0.12813809084713074),[0.9  0.01  0.99  0.99  1.0  0.99  0.94  0.5  0.82],[0.11111111 0.         0.         0.11111111 0.         0.11111111 0.66666667],"that, you know, may or may not happen."
11797:36,0.6055555555555556,0.06898024691358023,1.5331558953992772,0.6664353303346091,(1.5331558953992772  0.6664353303346091),[0.42  0.57  0.82  0.06  0.72  0.9  0.88  0.71  0.37],[0.11111111 0.         0.22222222 0.11111111 0.11111111 0.22222222 0.22222222],"and, uh, i don't know whether that's bad or good,"
128817:104,0.41777777777777775,0.13581728395061726,0.1467395172902518,0.24657326184532535,(0.1467395172902518  0.24657326184532535),[0.12  0.1  0.1  0.81  0.96  0.44  0.05  0.97  0.21],[0.44444444 0.11111111 0.         0.11111111 0.         0.11111111 0.22222222],"i, i'd also advise them that, uh, if mom and dad paid for their college, that, uh, if they decided  to drop a course or decided that they need another year, then they'd have  to get a loan  to continue."
67430:26,0.6922222222222223,0.0825506172839506,1.1517115282252952,0.6875574881803428,(1.1517115282252952  0.6875574881803428),[0.7  1.0  0.53  0.98  1.0  0.15  0.43  0.52  0.92],[0.         0.11111111 0.         0.33333333 0.11111111 0. 0.44444444],"i usually, you know, fifteen or twenty."
41676:47,0.6777777777777777,0.1010172839506173,0.3205527926077951,0.11304757209000978,(0.3205527926077951  0.11304757209000978),[0.79  0.79  0.12  0.9  0.9  0.87  0.98  0.66  0.09],[0.22222222 0.         0.         0.         0.11111111 0.22222222 0.44444444],"and then there are some that  may be will come like four inches or five inches above the knee."
120770:23,0.3022222222222222,0.07175061728395063,0.3932383813645722,0.47112110616379566,(0.3932383813645722  0.47112110616379566),[0.59  0.75  0.07  0.05  0.24  0.03  0.0  0.47  0.52],[0.33333333 0.11111111 0.         0.22222222 0.11111111 0.11111111 0.        ],"and he had it for about three or four years where we just about had  to lift him and carry him every place he went  ."
175379:45,0.3555555555555555,0.14584691358024687,0.05198778850085213,0.09233609062218912,(0.05198778850085213  0.09233609062218912),[0.14  0.12  0.07  0.82  0.07  0.87  0.0  0.98  0.13],[0.55555556 0.         0.         0.         0.         0.11111111 0.22222222],"see, wh-, when you're with a big company or a big organization , a lot of times, uh, you know, the benefits are good"
150321:38,0.3411111111111111,0.12569876543209876,0.23248330226580236,0.39579833171840206,(0.23248330226580236  0.39579833171840206),[0.09  0.61  0.02  0.12  0.05  0.0  0.37  0.96  0.85],[0.44444444 0.         0.11111111 0.         0.11111111 0.11111111 0.11111111],"um, i like  to play tennis in the summer time or in the spring, fall,"
8889:22:00,0.41555555555555557,0.05871358024691358,0.2485337082865387,0.21652577290860323,(0.2485337082865387  0.21652577290860323),[0.13  0.68  0.51  0.57  0.65  0.18  0.23  0.71  0.08],[0.22222222 0.22222222 0.         0.22222222 0.33333333 0. 0.        ],"i make a lot of afghans or used  to make a lot of them."
102464:49,0.48222222222222233,0.07412839506172837,1.1594977548731151,0.5041937919956598,(1.1594977548731151  0.5041937919956598),[0.2  0.73  0.03  0.37  0.3  0.44  0.58  0.87  0.82],[0.11111111 0.11111111 0.22222222 0.11111111 0.11111111 0.22222222 0.11111111],"sometimes i think we pay the baby-sitter as much as paying for their dinner or lunches."
56013:64,0.2688888888888889,0.09425432098765432,0.1392100899101879,0.4581318800933456,(0.1392100899101879  0.4581318800933456),[0.65  0.19  0.06  0.09  0.03  0.21  0.08  0.98  0.13],[0.55555556 0.22222222 0.         0.         0.11111111 0. 0.11111111],"there definitely would have  to be a major p r campaign in each community, each county, uh, parish or however the state was divided  up ."
147719:68,0.4188888888888889,0.07852098765432099,1.1388962201336754,0.5061407637439507,(1.1388962201336754  0.5061407637439507),[0.22  0.88  0.0  0.49  0.22  0.61  0.35  0.8  0.2],[0.         0.33333333 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111],"is it p-, do you think it 's possible to have honesty in government or an honest government."
146661:26,0.20111111111111113,0.051654320987654316,0.11205479079020196,0.18506923692004912,(0.11205479079020196  0.18506923692004912),[0.46  0.16  0.01  0.08  0.51  0.01  0.01  0.57  0.0],[0.44444444 0.11111111 0.         0.33333333 0.         0. 0.        ],"and i can take plastic like milk cartons or if they have water in them."
70078:22,0.40222222222222226,0.13350617283950617,0.26326278236596745,0.3281523356232898,(0.26326278236596745  0.3281523356232898),[0.13  0.65  0.79  0.1  1.0  0.74  0.02  0.0  0.19],[0.33333333 0.11111111 0.         0.         0.11111111 0.22222222 0.11111111],"have y'all been having any heat waves or like the ninety degree,"
43724:70,0.6066666666666668,0.08537777777777779,4.283335609856737,0.41629206325063445,(4.283335609856737  0.41629206325063445),[0.77  0.01  0.53  0.8  0.43  0.97  0.47  0.99  0.49],[0.11111111 0.         0.         0.44444444 0.         0.22222222 0.22222222],"if i ever get the hankering  to see something, i've got, i don't know, maybe about thirty or forty movies."
47787:16,0.5222222222222223,0.1553283950617284,1.4268031696709909,0.40179702241625426,(1.4268031696709909  0.40179702241625426),[0.89  0.9  0.25  0.0  0.13  0.72  0.99  0.0  0.82],[0.11111111 0.11111111 0.         0.         0.         0.22222222 0.33333333],"but a lot women die or shop at foley's."
50849:39,0.35000000000000003,0.08346666666666668,0.5024174334365941,0.33963657339464937,(0.5024174334365941  0.33963657339464937),[0.37  0.48  0.17  0.1  0.81  0.0  0.17  0.2  0.85],[0.11111111 0.33333333 0.11111111 0.11111111 0.         0.22222222 0.        ],"i don't know if it's a government run   or if it's a private   charity that 's put it together."
148422:49,0.5344444444444445,0.11433580246913579,0.4209192606288845,0.42197695986747946,(0.4209192606288845  0.42197695986747946),[0.82  0.37  0.21  0.99  0.12  0.95  0.77  0.08  0.5  0.82  0.37  0.21  0.99  0.12  0.95  0.77  0.08  0.5],[0.22222222 0.11111111 0.11111111 0.11111111 0.         0.22222222 0.22222222],"most, most likely i would be listen to, uh, jazz or classical music."
98771:31,0.41777777777777775,0.08270617283950615,1.008883706499983,0.8876969383686568,(1.008883706499983  0.8876969383686568),[0.28  0.33  0.94  0.07  0.57  0.54  0.3  0.0  0.73],[0.11111111 0.11111111 0.22222222 0.22222222 0.         0.11111111 0.11111111],"and i think if i look back fifty or a hundred years i'd say, you know, back then there were the opium dens"
136418:78,0.19666666666666668,0.04173333333333334,0.6107277769377482,0.6157219953232511,(0.6107277769377482  0.6157219953232511),[0.64  0.17  0.13  0.41  0.1  0.0  0.01  0.3  0.01],[0.44444444 0.11111111 0.22222222 0.         0.11111111 0. 0.        ],"and, uh, but anytime there's a change in the weather, like the temperature, drastic changes in temperature or in, uh, moisture , uh, you get little spider web cracks all around, uh, windows and doors."
144197:16,0.6944444444444444,0.13544691358024688,0.27176176711543965,0.1026861151740768,(0.27176176711543965  0.1026861151740768),[0.92  0.0  0.81  0.98  0.95  0.89  1.0  0.07  0.63],[0.11111111 0.         0.         0.         0.11111111 0.11111111 0.55555556],"and they traded either richmond or hardaway to sacramento for billy owens"
166593:34,0.5188888888888888,0.0941432098765432,1.3132313691576467,0.8659119696275488,(1.3132313691576467  0.8659119696275488),[0.92  0.96  0.26  0.32  0.25  0.23  0.89  0.61  0.23],[0.         0.44444444 0.11111111 0.         0.11111111 0. 0.33333333],"once i found out that that's really not necessary or legal then i just refuse"
104851:51,0.3922222222222222,0.08408395061728396,0.48442848108714087,0.6710569007780609,(0.48442848108714087  0.6710569007780609),[0.5  0.53  0.86  0.08  0.13  0.4  0.17  0.05  0.81],[0.33333333 0.11111111 0.11111111 0.22222222 0.         0.11111111 0.11111111],"so occasionally i'll bring whatever  i've got  laying around the car or the like and throw them in there."
73492:77,0.2788888888888889,0.08136543209876541,0.6577779761279346,0.77574968803131,(0.6577779761279346  0.77574968803131),[0.07  0.49  0.03  0.24  0.35  0.01  0.13  0.97  0.22],[0.44444444 0.22222222 0.11111111 0.11111111 0.         0. 0.11111111],"and, and, you know, multiplied  by the fact that you don't really trust the person or you're uncomfortable with the situation mumblex, as far as child care, um,"
95601:41,0.19111111111111112,0.07792098765432098,0.1938822313941792,0.583786715865724,(0.1938822313941792  0.583786715865724),[0.11  0.83  0.05  0.05  0.1  0.0  0.02  0.0  0.56],[0.55555556 0.         0.         0.11111111 0.         0.11111111 0.        ],"do you think you d base is more flexible or allows you to do more."
159867:30,0.2766666666666666,0.08224444444444444,0.36078080350877384,0.6898231796285359,(0.36078080350877384  0.6898231796285359),[0.1  0.61  0.09  0.85  0.21  0.51  0.11  0.0  0.01],[0.44444444 0.11111111 0.         0.11111111 0.11111111 0.11111111 0.        ],"we have one of those use it or lose it plans , too, where, uh, they'll basically pay for, uh, you know, child care type, uh, expenses ."
105161:44,0.5788888888888889,0.12858765432098768,0.3309532339730402,0.2410929627069921,(0.3309532339730402  0.2410929627069921),[0.39  0.1  0.78  0.95  0.03  0.27  0.93  0.96  0.8],[0.22222222 0.11111111 0.11111111 0.         0.         0.22222222 0.33333333],"and how can a country stand  to, uh, spend as much or much more than they already are on such a problem , uh,"
34104:22,0.5844444444444447,0.1496246913580247,0.41650030921809006,0.27134479508060305,(0.41650030921809006  0.27134479508060305),[0.07  0.01  1.0  1.0  0.16  0.99  0.68  0.54  0.81],[0.22222222 0.11111111 0.         0.11111111 0.11111111 0.11111111 0.33333333],"you can make it either tight or as loose as loose can get."
17825:58,0.28111111111111114,0.06754320987654322,0.3348855922417726,0.45222759489549264,(0.3348855922417726  0.45222759489549264),[0.0  0.66  0.25  0.54  0.24  0.0  0.15  0.67  0.02],[0.11111111 0.33333333 0.         0.11111111 0.22222222 0. 0.        ],"it's, it's tough on the joints if you jog on concrete, or on asphalt."
49825:209,0.2511111111111111,0.09254320987654321,0.20991663206036895,0.6320684003133367,(0.20991663206036895  0.6320684003133367),[0.12  0.0  0.06  0.9  0.07  0.37  0.0  0.09  0.65],[0.44444444 0.         0.11111111 0.         0.11111111 0. 0.11111111],"but i think, uh, actually, uh, in, in  trying  to follow, uh, you know the cowboys over the years i think, uh, uh, they used  to have a, um, a philosophy for, well i don't know, probably the last twenty-five years except for about the last about five or six years uh,"
72683:22,0.3377777777777778,0.09166172839506175,0.5529159943046502,2.1060177877529336,(0.5529159943046502  2.1060177877529336),[0.05  0.0  0.36  0.96  0.53  0.04  0.22  0.64  0.24],[0.22222222 0.22222222 0.11111111 0.11111111 0.11111111 0. 0.11111111],"have you ever read, uh, or heard of the book this present darkness."
6939:40:00,0.3055555555555556,0.1258469135802469,0.16551678969386613,0.3739820942847516,(0.16551678969386613  0.3739820942847516),[0.15  0.02  0.82  0.01  0.05  0.05  1.0  0.5  0.15],[0.44444444 0.22222222 0.         0.11111111 0.         0.11111111 0.11111111],"see they make money off of it, whether you use it or not."
79279:17,0.58,0.19219999999999998,0.10964442001973075,0.0866624371337884,(0.10964442001973075  0.0866624371337884),[0.05  1.0  0.03  0.29  0.83  0.03  0.99  1.0  1.0],[0.33333333 0.         0.11111111 0.         0.         0.11111111 0.44444444],"so i was only fifteen or sixteen,"
